,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
3/22/2013,25.73,18456300,461.91,14110900,257.75,3124600,810.31,2973400,181.3,2027000,1556.89
3/21/2013,25.74,24336100,452.73,13687700,253.39,2806400,811.26,2952200,181.99,2686300,1545.8
3/20/2013,25.86,44006500,452.08,11023600,257.278,2738900,814.708,2924600,183.05,1590300,1558.71
3/19/2013,26.55,25254200,454.49,18813400,256.41,3738500,811.32,4192200,181.37,2839100,1548.34
3/18/2013,26.49,26653700,455.72,21649900,257.89,2720200,807.79,3672900,185.59,2581900,1552.1
3/15/2013,26.645,31597400,443.66,22998600,261.82,4865900,814.302,6193200,184.85,2952500,1560.7
3/14/2013,27.04,27646400,432.5,10852700,265.74,5226700,821.54,3299000,188.37,4064400,1563.23
3/13/2013,27.08,39619500,428.35,14483900,275.1,1884200,825.31,3279300,192.36,7699800,1554.52
3/12/2013,27.83,27569600,428.43,16639700,274.13,3246200,827.61,4012500,182.11,3021700,1552.48
3/11/2013,28.14,35642100,437.87,16937000,271.24,1904900,834.82,3186200,180.45,3002200,1556.22
3/8/2013,27.96,44198900,431.72,13981500,274.19,1879800,831.52,5817900,184.7,3359000,1551.18
3/7/2013,28.578,74540200,430.582,16731200,273.88,1939000,832.596,4101200,181.56,4099400,1544.26
3/6/2013,27.4525,33532600,425.662,16437500,273.79,2050700,831.38,5740200,182.94,2490800,1541.46
3/5/2013,27.52,40622200,431.144,22801200,275.59,3686200,838.604,8080100,181.73,4618100,1539.79
3/4/2013,27.72,32400700,420.05,20812700,273.11,3453000,821.504,5545600,181.21,6832000,1525.2
3/1/2013,27.78,54064800,430.47,19730300,265.74,2957000,806.19,4346400,189.37,3064500,1518.2
2/28/2013,27.25,83027800,441.4,11518400,264.27,2667200,801.2,4527000,188.08,4899100,1514.68
2/27/2013,26.87,44319700,444.57,20976800,263.25,2908100,799.78,4048100,184.32,3232400,1515.99
2/26/2013,27.39,31611700,448.97,17910700,259.36,3348600,790.13,4400500,184.09,4840300,1496.94
2/25/2013,27.27,34652000,442.8,13306400,259.87,3032400,790.77,4603100,179.32,7452100,1487.85
2/22/2013,27.13,36350200,450.81,11809100,265.42,3124800,799.71,4103600,179.86,5567300,1515.6
2/21/2013,27.283,49642300,446.06,15970800,265.94,3637400,795.53,7005700,187.15,5270600,1502.42
2/20/2013,28.462,42098200,448.85,17010800,266.41,3528900,792.46,5522800,187.12,4999500,1511.95
2/19/2013,28.93,49396400,459.99,15563700,269.75,2854200,806.85,5857700,196.45,4876900,1530.94
2/15/2013,28.32,33109300,460.16,13990900,265.09,3979900,792.89,5454100,189.512,3807500,1519.79
2/14/2013,28.5,35615800,466.59,12688400,269.24,3463000,787.82,3467100,187.4,4568500,1521.38
2/13/2013,27.9075,50164000,467.01,16971700,269.47,5293000,782.86,2394000,186.269,5847000,1520.33
2/12/2013,27.37,93498700,467.9,21751900,258.7,2943700,780.7,3714200,177.95,4914200,1519.43
2/11/2013,28.26,37361800,479.93,18481800,257.21,3403700,782.42,4331200,177.89,4189300,1517.01
2/8/2013,28.545,37708800,474.98,22612800,261.95,3879200,785.37,6034100,180.97,3665400,1517.93
2/7/2013,28.65,34540100,468.22,25163600,260.23,3975700,773.95,5674700,181.962,7583800,1509.39
2/6/2013,29.05,38375900,457.35,21203800,262.22,2770400,770.17,4152000,184.41,9598700,1512.12
2/5/2013,28.64,47948200,457.844,20476700,266.89,4012900,765.74,3737600,174.387,8150900,1511.29
2/4/2013,28.109,92362200,442.316,17039900,259.98,3723600,759.02,6074900,174.74,7281300,1495.71
2/1/2013,29.73,85856700,453.62,19267300,265,6115000,775.6,7484700,164.8,7194000,1513.17
1/31/2013,30.981,190744900,455.49,11404800,265.5,6772100,755.69,3265100,165.24,5085900,1498.11
1/30/2013,31.24,87682100,456.83,14898400,272.764,13075400,753.83,3462500,167.7,6866100,1501.96
1/29/2013,30.79,72976500,458.27,20398500,260.35,10172600,753.68,3490700,169.12,8506000,1507.84
1/28/2013,32.469,59682500,449.83,28054200,276.04,4321400,750.73,3250900,162.11,15586400,1500.18
1/25/2013,31.54,54363600,439.88,43143800,283.99,4968100,753.67,4447300,169.56,27349400,1502.96
1/24/2013,31.08,43845100,450.5,52173300,273.62,3417000,753.83,6758600,146.86,16972200,1494.82
1/23/2013,30.82,48899800,514.005,30768200,268.11,2508900,741.5,11806300,103.26,10605000,1494.81
1/22/2013,30.729,55243300,504.77,16483800,270.19,2137700,702.87,7577200,97.81,3253300,1492.56
1/18/2013,29.66,49631500,500,16890100,272.12,2942000,704.51,6447100,99.17,5142800,1485.98
1/17/2013,30.14,40256700,502.68,16202800,270.48,1884600,711.32,4418500,97.7,2317300,1480.94
1/16/2013,29.85,75332700,506.09,24671600,268.93,2065600,715.19,4042700,97.48,4002100,1472.63
1/15/2013,30.1,173242600,485.92,31313300,271.9,2326900,724.93,7847500,101.69,2438300,1472.34
1/14/2013,30.9475,98892800,501.75,26221700,272.73,4275000,723.25,5722000,103.445,3353300,1470.68
1/11/2013,31.72,89598000,520.3,12518100,267.94,2413300,739.99,2567800,101.29,4264500,1472.05
1/10/2013,31.3,95316400,523.51,21469500,265.34,2863400,741.48,3667700,98,3731100,1472.12
1/9/2013,30.59,104787700,517.1,14557300,266.35,2265600,738.118,4045300,95.91,2889000,1461.02
1/8/2013,29.0607,45871300,525.31,16382400,266.38,3010700,733.3,3348800,97.1563,3530700,1457.15
1/7/2013,29.4213,83781800,523.9,17291300,268.4592,4910000,734.75,3308000,99.2004,6507200,1461.89
1/4/2013,28.76,72715400,527,21226200,259.15,1874200,737.97,5521400,95.98,2537300,1466.47
1/3/2013,27.77,63140600,542.0959,12605900,258.48,2750900,723.67,4631700,96.59,3987500,1459.37
1/2/2013,28,69846400,549.03,20018500,257.31,3271000,723.25,5077500,92.01,2775900,1462.42
12/31/2012,26.6197,60374500,532.1729,23553300,250.87,3419000,707.38,3990800,92.59,2582700,1426.19
12/28/2012,25.9112,56574800,509.5892,12652800,245.18,1858700,700.01,2801100,89.33,1589000,1402.43
12/27/2012,26.05,43481700,515.06,16254300,248.31,3639300,706.29,3291500,90.5,2128300,1418.1
12/26/2012,26.51,33175400,512.9995,10801300,248.6314,4152700,708.87,2362400,90.65,2166700,1419.83
12/24/2012,26.93,28230100,520.168,6276900,258.62,984400,709.5,1680100,90.23,1027600,1426.66
12/21/2012,26.26,54555200,519.33,21295300,256.92,4704600,715.63,7044900,91.34,4061500,1430.15
12/20/2012,27.36,35574800,521.7302,17203200,261.5,2584600,722.36,3310600,93.5,2373100,1443.69
12/19/2012,27.41,61390300,526.31,16048900,257.99,2300000,720.11,3833300,93.9785,4382100,1435.81
12/18/2012,27.71,60512900,533.9,22345900,260.4,4961000,721.07,6003700,95.6408,4192600,1446.79
12/17/2012,26.75,57742500,518.83,27057400,253.86,2277000,720.78,6064700,94.7,3094400,1430.36
12/14/2012,26.812,91631600,509.794,36056400,249.19,2526900,701.9632,4255900,93.3,3958100,1413.58
12/13/2012,28.24,81051600,529.69,22330700,251.25,2460200,702.7,6882900,92.56,4123700,1419.45
12/12/2012,27.5801,46704200,539,17398000,251.76,2628100,697.56,4847100,90.7295,7847000,1428.48
12/11/2012,27.98,77099100,541.388,21155200,250.69,4185200,696.88,5369800,86.0837,2289800,1427.84
12/10/2012,27.84,50608500,529.8209,22517300,247.77,3503800,685.42,2730600,84.8,2046100,1418.55
12/7/2012,27.485,51751900,533.25,28108600,253.2681,2170300,684.21,3834700,85.98,4968600,1418.07
12/6/2012,26.97,46001500,547.2445,42043300,253.37,3557900,691.13,2921600,86.17,5443400,1413.94
12/5/2012,27.71,58976300,538.7923,37308500,253.96,2852200,687.82,3721000,83.37,8479700,1409.28
12/4/2012,27.46,72869200,575.8454,19895300,252.4881,3114700,691.03,3979400,86.6491,14536800,1407.05
12/3/2012,27.04,123526100,586.19,13010000,250.3291,2990600,695.25,4380600,76,4171100,1409.46
11/30/2012,28,127049600,585.28,13975700,252.05,3797400,698.37,6320800,81.71,2140900,1416.18
11/29/2012,27.32,88759700,589.36,18382100,251.27,5310500,691.89,5547400,81.38,1639000,1415.95
11/28/2012,26.36,49205600,582.94,18602300,247.11,2743400,683.67,6077900,82.23,2070800,1409.93
11/27/2012,26.15,85760600,584.78,19047500,243.4017,3048500,670.71,5012300,83.08,2217800,1398.94
11/26/2012,25.94,123865000,589.53,22520700,243.62,4178300,661.15,4404700,82.06,1926300,1406.29
11/23/2012,23.998,29520900,571.5,9743800,239.88,1776800,667.97,1843100,82.95,1199500,1409.15
11/21/2012,24.32,89862400,561.7,13321500,238.03,2959300,665.87,4220100,83,1555700,1391.03
11/20/2012,23.1,46655300,560.9134,22955500,233.78,2771700,669.97,4173200,82.4,2191500,1387.81
11/19/2012,22.92,85021300,565.73,29404200,229.71,3591200,668.21,4731600,81.3607,3323900,1386.89
11/16/2012,23.5607,107182200,527.678,45246200,225.23,4352800,647.18,6869500,80.9,4594900,1359.88
11/15/2012,22.17,78857700,525.62,28211100,220.599,3404700,647.26,3694100,81.4804,2485800,1353.33
11/14/2012,22.36,229751000,536.88,17041800,222.95,3034100,652.55,3333400,79.7808,3844400,1355.49
11/13/2012,19.86,71775100,542.898,19033900,226.6,2629800,659.0532,3185200,79.6081,3881500,1374.53
11/12/2012,20.07,67349200,542.83,18421500,226.47,2128800,665.9,2808900,78.19,2618600,1380.03
11/9/2012,19.21,42295500,547.06,33211200,226.31,3092500,663.03,6221900,77.9,3324700,1379.85
11/8/2012,19.99,34254600,537.75,37719500,227.35,2982400,652.29,5188800,75.97,4768800,1377.51
11/7/2012,20.47,33396800,558.0019,28344600,232.0608,3624200,667.12,4460100,77.68,4442800,1394.53
11/6/2012,21.1712,29062700,582.8495,13389900,237.56,2661300,681.72,3162400,76.37,5586100,1428.39
11/5/2012,21.25,31806700,584.6211,18897700,234.33,1846100,682.96,3268500,78.24,4145200,1417.26
11/2/2012,21.18,38344400,576.8,21406200,232.4224,3374700,687.918,4644100,76.9,4235800,1414.2
11/1/2012,21.21,37713900,596.5399,12903500,232.14,3905100,687.59,4096000,77.69,8952800,1427.59
10/31/2012,21.11,99378200,595.32,18214400,232.8931,4797600,680.2976,3070900,79.2394,15329800,1412.16
10/26/2012,21.9425,73175800,604,36372600,238.24,11367500,675.15,3897600,69.58,14776200,1411.94
10/25/2012,22.56,76142000,609.538,23440200,222.92,6741300,677.76,4797300,61.51,4720900,1412.97
10/24/2012,23.2299,228949900,616.83,19947400,228.49,3678700,677.3022,4988000,60.1177,14294300,1408.75
10/23/2012,19.5,78381200,613.3554,25255200,234.31,4430800,680.35,5827300,68.22,9071200,1413.11
10/22/2012,19.321,32447300,634.03,19526100,233.78,4500000,678.67,8103000,67.88,6525500,1433.82
10/19/2012,19,34835000,609.84,26574500,240,4395300,681.79,22941400,64.98,3268800,1433.19
10/18/2012,18.975,52157400,632.64,17022300,244.85,5305300,695,24859900,67.36,3828200,1457.34
10/17/2012,19.88,44074500,644.6136,13894200,247.49,3302700,755.49,4581200,68.52,3780600,1460.91
10/16/2012,19.48,21834700,649.7925,19634700,243.94,2204100,744.7,4112200,66.05,4186000,1454.92
10/15/2012,19.52,20189700,634.76,15446500,244.18,2959800,740.98,6032100,64.76,2963600,1440.13
10/12/2012,19.5181,18809400,629.714,16429100,242.36,2203200,744.75,4803500,64.3335,2958600,1428.59
10/11/2012,19.75,21817300,628.1,19502900,244.22,3447300,751.48,4763000,65.98,3144800,1432.84
10/10/2012,19.64,39321800,640.91,18227000,244.99,3948300,744.56,4075700,65.5,5534700,1432.56
10/9/2012,20.227,27161800,635.85,29949900,250.96,3494800,744.09,6000300,65.5281,11735000,1441.48
10/8/2012,20.4,32236700,638.17,22785500,259.06,1762300,757.84,3913200,73.52,13182900,1455.88
10/5/2012,20.91,40529300,652.59,21214500,258.51,2806500,767.65,5466300,66.56,8452900,1460.93
10/4/2012,21.9475,46892100,666.8,13240200,260.47,2700400,768.05,4903400,66.67,13088100,1461.4
10/3/2012,21.83,32000100,671.45,15152900,255.92,2745600,762.5,4412100,62.58,10866400,1450.99
10/2/2012,22.27,29341400,661.31,22428300,250.6,2195800,756.99,5574800,56.46,3084200,1445.75
10/1/2012,21.99,51262700,659.39,19414100,252.01,2581200,761.78,6329600,56.05,4395100,1444.49
9/28/2012,21.66,65486000,667.105,19111100,254.32,2456600,754.5,5561400,54.44,2276100,1440.67
9/27/2012,20.32,30215900,681.32,21217500,256.59,3397400,756.5,7854300,55.55,3050100,1447.15
9/26/2012,20.62,38271900,665.18,20589400,249.67,2920500,753.46,11334400,55.13,5232200,1433.32
9/25/2012,20.28,46291700,673.54,18528200,252.46,4405800,749.16,12104800,53.8,5979800,1441.59
9/24/2012,20.79,79106500,690.79,22848800,254.805,2707900,749.38,7120400,56.39,3380200,1456.89
9/21/2012,22.86,51218100,700.095,20413900,257.47,6059300,733.99,12705400,57.79,4296400,1460.15
9/20/2012,22.59,57248900,698.7,12020300,260.81,2913600,728.1166,5808900,58.74,5316800,1460.26
9/19/2012,23.29,78782800,702.1,11674100,261.68,2636800,727.5,6190400,57.04,5049800,1461.05
9/18/2012,21.87,36760500,701.91,13339400,258.75,2215000,718.28,4129400,56.06,4328300,1459.32
9/17/2012,21.52,50667600,699.781,14215400,258,2306300,709.98,3013500,57.02,5182700,1461.19
9/14/2012,22,72819800,691.28,21445500,261.27,3666200,709.68,5231700,60.52,4723900,1465.77
9/13/2012,20.713,65041600,682.98,21370000,260.24,3525600,706.04,5312600,58,3498700,1459.99
9/12/2012,20.931,121584000,669.79,25436900,255.63,2273200,690.88,5279300,57.21,3156700,1436.56
9/11/2012,19.43,50508200,660.59,17999400,255.67,2524800,692.19,3743800,57.16,4720000,1433.56
9/10/2012,18.81,24797800,662.74,17428500,257.09,2567200,700.77,5114800,55.92,3556100,1429.08
9/7/2012,18.98,36371700,680.44,11773800,259.14,5029500,706.15,6459500,56.66,4231100,1437.92
9/6/2012,18.96,46066500,676.27,13971300,251.38,5361400,699.4,6080900,56.65,5328200,1432.12
9/5/2012,18.58,60781800,670.23,12013400,246.22,2652600,680.72,3412900,54.96,5509300,1403.44
9/4/2012,17.729,46622400,674.97,13139000,247.88,3950800,681.04,3775400,55.93,12488100,1404.94
8/31/2012,18.058,58764200,665.24,12082900,248.27,3347500,685.09,4249900,59.72,4222900,1406.58
8/30/2012,19.0885,30647500,663.868,10810700,246.22,3647500,681.68,3250500,60.48,2668500,1399.48
8/29/2012,19.1,16124700,673.466,7243100,247.12,1772600,688.01,5974600,63.44,2237200,1410.49
8/28/2012,19.34,25417000,674.8,9550600,246.11,2742300,677.25,4113000,62.95,2265600,1409.3
8/27/2012,19.15,20704000,675.68,15250300,243.92,2929700,669.22,5222100,62.39,2578100,1410.44
8/24/2012,19.409,29622200,663.222,15619300,245.74,3698800,678.63,2850300,63.16,3737400,1411.13
8/23/2012,19.44,32813700,662.63,15004600,241.198,2453900,676.8,3564800,64.05,4654400,1402.08
8/22/2012,19.439,49892200,668.87,20190100,243.1,2473700,677.18,3814500,65.4,2575800,1413.49
8/21/2012,19.159,70640600,656.062,29025700,239.45,2571500,669.51,4439900,65.6,3336500,1413.17
8/20/2012,20.011,101186600,665.15,21906600,240.35,1889900,675.54,3512600,64.24,3808400,1418.13
8/17/2012,19.05,129293400,648.11,15812900,241.17,3085800,677.14,4351000,63.69,3200800,1418.16
8/16/2012,19.87,157565300,636.34,9090500,241.55,4312100,672.87,3431900,64.31,2518700,1415.51
8/15/2012,21.2,47861100,630.83,9190800,237.42,3264700,667.54,4816500,63.26,4406300,1405.53
8/14/2012,20.38,39308800,631.69,12148900,233.19,2751000,668.66,7316000,61.76,6874200,1403.93
8/13/2012,21.6,24973100,630,9958300,232.44,1997300,660.01,6529200,59.91,4760700,1404.11
8/10/2012,21.807,25794700,621.7,6962100,232.75,1852500,642,2866300,59.9,5004600,1405.87
8/9/2012,21.01,15610700,620.73,7915800,234.06,1548100,642.35,2138400,57.91,2356100,1402.8
8/8/2012,20.72,29537400,619.86,8739500,234.38,1534300,642.23,2641700,57.8,2599200,1402.22
8/7/2012,20.72,36782900,620.914,10373100,236.56,2058300,640.54,3959600,57.9,4395700,1401.35
8/6/2012,21.92,27778900,622.55,10789400,233.99,1843700,642.82,3561200,56.79,4075400,1394.23
8/3/2012,21.09,80647000,615.7,12318600,234.97,2825300,641.33,3790400,53.91,5327900,1390.99
8/2/2012,20.04,56374500,607.79,11862800,230.81,3048100,628.75,3951400,53.87,3420800,1365
8/1/2012,20.88,44604400,606.81,13732200,232.09,2543800,632.68,3685500,54.5,4833200,1375.14
7/31/2012,21.71,56179400,610.76,16511700,233.3,3453600,632.97,3727400,56.85,2474400,1379.32
7/30/2012,23.15,29285900,595.03,13540800,236.09,3736400,632.3,4369000,57.75,4276100,1385.3
7/27/2012,23.705,123102300,585.16,14426300,237.32,11313900,634.96,7092300,58.92,5429900,1385.97
7/26/2012,26.845,64597400,574.88,14522600,220.01,6937400,613.36,3367000,57.01,11393800,1360.02
7/25/2012,29.34,17230200,574.97,31332600,217.05,3646700,607.99,3642300,60.28,24781500,1337.89
7/24/2012,28.45,11539800,600.92,20183300,223.04,5008700,607.57,4014700,80.39,9242900,1338.31
7/23/2012,28.75,12390700,603.83,17427700,226.01,5515100,615.51,7116200,79.94,4423600,1350.52
7/20/2012,28.76,11869100,604.3,14195400,228.29,4170000,610.82,12914400,81.82,3481400,1362.66
7/19/2012,29,13685100,614.32,15602200,226.17,5449400,593.06,9340000,83.12,4161900,1376.51
7/18/2012,29.11,16841800,606.26,9025000,217.47,2093000,580.76,3093300,81.27,3082300,1372.78
7/17/2012,28.09,30438600,606.94,10486600,216.93,1987000,576.73,3356800,81.78,3974400,1363.67
7/16/2012,28.245,24672100,606.91,10759300,216.01,2004200,574.92,2922200,82.98,2992400,1353.64
7/13/2012,30.72,8108300,604.97,11122400,218.39,2221900,576.52,3948000,84.9,5576000,1356.78
7/12/2012,30.81,11300700,598.9,15287200,215.36,2616200,570.48,4614900,84.97,5921100,1334.76
7/11/2012,30.97,13030300,604.43,16761500,218.37,2734700,571.19,6991600,81.64,6149200,1341.45
7/10/2012,31.47,14269500,608.21,18284200,219.5,2982100,581.7,3842300,80.23,5034600,1341.47
7/9/2012,32.17,17785200,613.89,13550200,225.05,1922000,586.01,3426700,82.99,6180400,1352.46
7/6/2012,31.73,10945600,605.88,14961800,225.05,3203200,585.98,4319200,81.89,12180200,1354.68
7/5/2012,31.47,10032100,609.94,17299400,227.06,2682300,595.92,4687100,81.72,14928300,1367.58
7/3/2012,31.2,8763600,599.41,8632600,229.53,1331700,587.83,2376600,72.04,3608800,1374.02
7/2/2012,30.771,14122000,592.52,14289000,229.32,2330700,580.47,3307600,67.85,1856100,1365.51
6/29/2012,31.095,19526900,584,15053600,228.35,3614400,580.07,5033900,68.485,2855900,1362.16
6/28/2012,31.36,17713300,569.05,10101300,221.31,2994800,564.31,3837900,67.36,2155800,1329.04
6/27/2012,32.23,28568000,574.5,7249900,225.62,2799200,569.3,3381200,66.49,2197600,1331.85
6/26/2012,33.1,24858700,572.025,9876300,225.61,3754100,564.68,2697600,66.8,2230200,1319.99
6/25/2012,32.06,24352900,570.765,10870800,220.07,2382300,560.7,3160000,67.03,4392300,1313.72
6/22/2012,33.05,74834000,582.1,10159700,222.16,2187500,571.48,4451300,67.86,2582100,1335.02
6/21/2012,31.84,21875300,577.67,11655400,220.575,2843000,565.21,4018500,65.84,2527200,1325.51
6/20/2012,31.6,15553600,585.741,12819400,223.02,2444400,577.51,4688700,68.159,3805500,1355.69
6/19/2012,31.911,30849000,587.41,12907300,224.03,2716600,581.53,4148200,69.83,3958100,1357.98
6/18/2012,31.41,42978900,585.78,15729000,222.66,3369600,570.85,4988800,66.73,3285400,1344.78
6/15/2012,30.014,43563800,574.13,11973400,218.35,3785200,564.51,5996300,65.79,4717500,1342.84
6/14/2012,28.29,16855000,571.53,12341900,214.45,3060900,559.05,4685100,62.66,3733900,1329.1
6/13/2012,27.27,17102800,572.16,10485000,214.73,2325200,561.09,3904400,62.83,2560700,1314.88
6/12/2012,27.4,15816800,576.16,15549300,216.42,2833300,565.1,6441900,63.02,2971100,1324.18
6/11/2012,27.005,28219600,571.17,21116600,216.5,3749100,568.5,5316800,63,3277300,1308.93
6/8/2012,27.1,38034000,580.32,12411300,218.48,2877000,580.45,2817900,65.64,3145300,1325.66
6/7/2012,26.31,26159500,571.72,13563100,218.8,3503900,578.23,3513400,64.64,3006500,1314.99
6/6/2012,26.81,61489200,571.46,14337700,217.64,2710100,580.57,4187400,65.88,4382400,1315.13
6/5/2012,25.869,42473400,562.83,13864800,213.21,3543900,570.41,4675100,64.83,3435500,1285.5
6/4/2012,26.9,35230300,564.29,19892700,214.57,4299600,578.59,4860500,65,5041600,1278.18
6/1/2012,27.72,41855500,560.99,18606700,208.22,3951500,570.98,6109600,62.95,5082600,1278.04
5/31/2012,29.6,111639200,577.73,17559800,212.91,4944000,580.86,5930600,63.44,7686200,1310.33
5/30/2012,28.19,57267900,579.17,18908200,209.23,4078200,588.23,3809500,67.34,4698700,1313.32
5/29/2012,28.84,78063400,572.27,13589600,214.75,2693900,594.34,5206100,69.44,4571000,1332.42
5/25/2012,31.91,37149800,562.29,11732400,212.89,2171400,591.53,7156600,70.22,4767300,1317.82
5/24/2012,33.03,50237200,565.32,17722500,215.24,3141100,603.66,3778800,70.27,2963200,1320.68
5/23/2012,32,73600000,570.56,20889200,217.28,4243800,609.46,6349800,71.91,6300000,1318.86
5/22/2012,31,101786600,556.97,24816800,215.33,3733100,600.8,6097600,67.71,5716400,1316.63
5/21/2012,34.03,168192700,561.28,22539500,218.11,3579800,614.11,6144600,71.74,3591900,1315.99
5/18/2012,38.2318,573576400,530.38,26153300,213.85,5231700,600.4,11935000,69.96,4202200,1295.22
