INSTNM,STABBR,PREDDEG,HIGHDEG,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,SAT_AVG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,COSTT4_A,AVGFACSAL,PFTFAC
Davenport University,MI,3,4,18,5,12,NULL,NULL,0.6849,0.1159,0.0489,0.0261,0.0075,0.0027,28270,6748,0.2132
Michigan State University-College of Law,MI,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11022,1
University of Detroit Mercy,MI,3,4,17,13,13,30,1163,0.5959,0.1282,0.0595,0.0606,0.0047,0.0015,53947,9435,1
Eastern Michigan University,MI,3,4,16,9,16,NULL,1025,0.6348,0.1801,0.0512,0.027,0.0028,0.0008,23662,9744,0.9848
Ferris State University,MI,3,4,17,7,16,NULL,1070,0.777,0.081,0.0567,0.0154,0.0046,0.0009,22715,9084,0.6915
Kettering University,MI,3,4,19,14,9,NULL,1287,0.7614,0.0231,0.0516,0.0441,0.0016,0,59227,8604,1
Grace Christian University,MI,3,4,24,13,6,79,NULL,0.5397,0.2346,0.0615,0.0123,0.0056,0.0034,20871,4574,1
Cornerstone University,MI,3,4,19,6,10,42,1089,0.779,0.0897,0.0487,0.0218,0.0038,0.0019,39507,5954,0.9839
Grand Valley State University,MI,3,4,18,13,16,NULL,1158,0.8186,0.0469,0.0551,0.0246,0.0031,0.0006,23418,8902,0.6676
Great Lakes Christian College,MI,3,3,24,11,8,48,NULL,0.6644,0.1812,0.0537,0.0067,0.0134,0,25479,3625,1
Hillsdale College,MI,3,4,21,14,11,88,1387,0,0,0,0,0,0,NULL,7007,0.9929
Hope College,MI,3,3,21,14,14,49,1233,0.8234,0.0259,0.0739,0.021,0,0,45252,8367,0.6739
Kalamazoo College,MI,3,3,21,14,11,NULL,NULL,0.5788,0.0761,0.1418,0.0705,0.0007,0,59267,7116,0.8056
Lake Superior State University,MI,3,3,22,13,11,NULL,1075,0.8073,0.0128,0.0182,0.008,0.0828,0.0011,22176,6494,0.9259
Lawrence Technological University,MI,3,4,18,9,10,NULL,1174,0.667,0.0844,0.0352,0.0301,0.002,0,45692,7789,0.3627
Madonna University,MI,3,4,18,5,9,30,1078,0.6244,0.1194,0.0454,0.0216,0.0013,0.0026,30767,7377,0.3046
Marygrove College,MI,3,4,18,7,7,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5228,0.8
Rochester University,MI,3,4,22,7,7,74,1002,0.7189,0.1852,0.0209,0.011,0.0044,0,30039,5861,0.8837
University of Michigan-Ann Arbor,MI,3,4,15,14,16,NULL,1434,0.5853,0.0427,0.0633,0.1468,0.0012,0.0005,29407,11622,0.8243
Michigan State University,MI,3,4,15,14,16,NULL,1224,0.6805,0.0747,0.048,0.0566,0.0018,0.0008,28194,11802,0.8807
Michigan Technological University,MI,3,4,16,14,14,NULL,1272,0.8811,0.0101,0.0214,0.0167,0.004,0.0003,28176,10344,0.9084
University of Michigan-Dearborn,MI,3,4,18,9,12,NULL,1195,0.6884,0.0836,0.0623,0.0831,0.003,0.0013,19694,10195,0.6556
University of Michigan-Flint,MI,3,4,17,7,12,NULL,1097,0.7004,0.1308,0.0496,0.0187,0.0069,0.0011,20991,9077,0.537
Northern Michigan University,MI,3,4,19,13,13,NULL,1091,0.8558,0.0201,0.0378,0.0055,0.0118,0.0003,22224,8387,0.7215
Northwood University,MI,3,4,29,9,10,NULL,1090,0.6662,0.0962,0.0678,0.0095,0.0033,0.0026,39922,7101,1
Oakland University,MI,3,4,16,13,15,NULL,1145,0.7388,0.077,0.0389,0.0478,0.003,0.001,21231,9452,0.5289
Olivet College,MI,3,4,22,12,11,76,964,0.6531,0.2039,0.0568,0.0041,0.002,0.001,39971,6064,1
Kuyper College,MI,3,3,22,13,8,79,981,0.7215,0.0253,0.0253,0.038,0.0063,0,29551,5498,0.4815
Saginaw Valley State University,MI,3,4,18,13,13,NULL,1101,0.7428,0.0795,0.0463,0.0081,0.0022,0.0001,20893,8280,0.5484
Siena Heights University,MI,3,4,20,5,10,30,NULL,0.6477,0.1096,0.0742,0.0098,0.0079,0.001,37423,6222,0.9894
Spring Arbor University,MI,3,4,18,9,10,64,1134,0.7516,0.1149,0.0407,0.0108,0.0048,0.0012,39277,5546,0.2914
Finlandia University,MI,3,3,22,11,8,39,1002,0.5309,0.0494,0.0395,0.0025,0.0123,0.0074,33565,5204,1
Western Michigan University-Thomas M. Cooley Law School,MI,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11807,0.4014
Walsh College,MI,3,4,29,5,6,NULL,NULL,0.8082,0.0499,0.0281,0.0537,0.0026,0.0013,NULL,8843,0.1321
Wayne State University,MI,3,4,15,9,15,NULL,1127,0.5857,0.1615,0.0538,0.1001,0.0027,0.0008,23848,10622,0.5609
Western Michigan University,MI,3,4,16,13,16,NULL,1107,0.6885,0.1156,0.0711,0.0209,0.0049,0.001,24825,9972,0.6268
Western Theological Seminary,MI,4,4,24,0,18,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6768,0.6842
Augsburg University,MN,3,4,18,13,13,39,1110,0.4578,0.1592,0.0922,0.0987,0.0095,0.0009,51251,7732,0.4654
Bemidji State University,MN,3,4,20,9,13,NULL,1105,0.8343,0.0244,0.0288,0.0125,0.0276,0.0012,20379,8665,0.6436
Bethany Lutheran College,MN,3,3,21,12,8,99,1120,0.7763,0.0301,0.0401,0.0167,0,0,36961,6554,0.5857
Bethel University,MN,3,4,17,13,14,54,1216,0.7771,0.0485,0.0459,0.0437,0.0037,0.0011,50325,7705,0.471
Carleton College,MN,3,3,21,14,11,NULL,1453,0.5963,0.0479,0.0797,0.0821,0.001,0,68835,12124,0.8623
Concordia College at Moorhead,MN,3,4,21,14,11,39,1192,0.8308,0.0234,0.0209,0.0139,0.006,0.0005,49256,7494,0.7362
Concordia University-Saint Paul,MN,3,4,18,5,12,68,NULL,0.6297,0.1149,0.0522,0.0848,0.0054,0.0025,31797,4772,0.3697
Martin Luther College,MN,3,4,32,12,8,33,1189,0.9278,0.0137,0.0174,0.0075,0.0012,0.0025,25570,4443,0.8144
Gustavus Adolphus College,MN,3,3,21,12,11,39,NULL,0.7699,0.0301,0.0543,0.0561,0.0018,0.0013,55753,7411,0.8065
Hamline University,MN,3,4,18,12,10,71,1170,0.6466,0.0896,0.0963,0.0751,0.0024,0.0005,49502,7673,0.4567
Hazelden Betty Ford Graduate School of Addiction Studies,MN,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6951,1
Luther Seminary,MN,4,4,24,0,18,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6623,1
Macalester College,MN,3,3,21,14,11,66,1410,0.5829,0.0343,0.0778,0.0801,0.0019,0.0005,66280,10623,0.779
Minnesota State University-Mankato,MN,3,4,18,13,15,NULL,1105,0.7287,0.0517,0.0491,0.0379,0.0025,0.0007,19883,9440,0.6655
Metropolitan State University,MN,3,4,17,5,12,NULL,NULL,0.4815,0.2098,0.0663,0.1627,0.0053,0.0015,21223,9464,0.2456
University of Minnesota-Twin Cities,MN,3,4,15,15,15,NULL,1336,0.6667,0.05,0.0436,0.0998,0.0025,0.0008,26443,11927,0.8262
University of Minnesota-Crookston,MN,3,3,22,9,10,NULL,1104,0.7552,0.0627,0.0414,0.0333,0.0065,0,23374,7471,0.9149
Minneapolis College of Art and Design,MN,3,4,30,13,7,NULL,1133,0.6625,0.0642,0.0767,0.0921,0.0251,0.0056,49327,7367,0.2748
University of Minnesota-Duluth,MN,3,4,19,14,16,NULL,1172,0.8439,0.0224,0.0309,0.0396,0.0054,0.0007,24300,8441,0.8196
University of Minnesota-Morris,MN,3,3,21,15,11,NULL,1206,0.5847,0.0188,0.0491,0.0276,0.0759,0,23844,7268,0.9423
Minnesota State University Moorhead,MN,3,4,19,13,13,NULL,1132,0.7944,0.0376,0.0335,0.014,0.0063,0.0009,21414,9115,0.6452
North Central University,MN,3,4,22,11,8,27,1107,0.7003,0.051,0.0901,0.0358,0.0011,0.0043,34813,6679,0.4205
University of Northwestern-St Paul,MN,3,4,19,13,11,79,1187,0.7992,0.0358,0.0589,0.038,0.0028,0,43056,6455,1
Oak Hills Christian College,MN,3,3,24,11,8,42,1014,0.734,0.0745,0.0106,0.0106,0.0319,0,29782,4171,0.6667
College of Saint Benedict,MN,3,3,21,14,11,30,1195,0.7868,0.0253,0.0825,0.0539,0.0067,0.0011,57350,8512,0.8448
Saint Cloud State University,MN,3,4,18,11,15,NULL,1086,0.6578,0.0866,0.0394,0.0647,0.002,0.0007,19401,9802,0.6429
Saint Johns University,MN,3,4,21,14,11,30,1209,0.7804,0.0456,0.081,0.0336,0.0066,0.003,56340,8522,0.8447
Saint Mary's University of Minnesota,MN,3,4,18,9,13,30,1148,0.6792,0.0873,0.0795,0.0319,0.0035,0.0014,45203,6899,0.2341
St Olaf College,MN,3,3,21,14,14,39,1320,0.6923,0.0255,0.0672,0.0702,0.0003,0.0007,58330,8726,0.7088
Crown College,MN,3,4,20,7,10,34,1078,0.7026,0.1019,0.0735,0.0711,0.0047,0,38950,4993,0.3113
The College of Saint Scholastica,MN,3,4,17,13,13,30,1150,0.8356,0.0317,0.0387,0.0265,0.0073,0.0004,48464,7050,0.5253
University of St Thomas,MN,3,4,17,14,13,30,1269,0.7754,0.0328,0.0517,0.0427,0.002,0.0005,52824,10549,0.5247
St Catherine University,MN,3,4,17,9,13,30,1124,0.601,0.1028,0.0991,0.1164,0.0046,0.0019,48123,7233,0.519
Southwest Minnesota State University,MN,3,4,19,9,13,NULL,1047,0.7562,0.0653,0.0445,0.0208,0.004,0.001,20269,9309,0.4609
United Theological Seminary of the Twin Cities,MN,4,4,24,0,18,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5408,0.875
Winona State University,MN,3,4,20,13,13,NULL,1119,0.8456,0.0305,0.0377,0.0223,0.003,0.0007,21418,9116,0.6509
Mitchell Hamline School of Law,MN,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15254,0.0842
Alcorn State University,MS,3,4,19,10,14,NULL,1026,0.0222,0.9137,0.0074,0.0016,0.0019,0.0039,23966,6796,0.7709
Belhaven University,MS,3,4,18,5,10,66,NULL,0.4027,0.4176,0.0532,0.0099,0.0041,0.0005,34614,4870,1
Blue Mountain College,MS,3,4,22,13,8,75,1112,0.8172,0.1068,0.0194,0.0016,0.0049,0,22226,5236,0.6842
Delta State University,MS,3,4,18,11,10,NULL,1084,0.5765,0.312,0.0256,0.0066,0.0018,0.0004,19306,6490,0.6
Jackson State University,MS,3,4,16,11,13,NULL,1018,0.0326,0.9197,0.0085,0.0021,0.0026,0,22356,7260,0.6814
Millsaps College,MS,3,4,21,14,8,71,1212,0.6293,0.2018,0.0492,0.0353,0.0151,0,54663,8205,0.7913
University of Mississippi,MS,3,4,15,15,16,NULL,1207,0.7784,0.1233,0.0355,0.0188,0.0029,0.001,24822,9217,0.8396
Mississippi University for Women,MS,3,4,19,13,10,NULL,1085,0.5657,0.3895,0.0032,0.0077,0.0086,0,18689,6212,0.674
Mississippi Valley State University,MS,3,4,20,11,11,NULL,945,0.0229,0.8969,0.0127,0.0036,0.0012,0.0012,20073,5798,0.6389
Mississippi College,MS,3,4,17,15,14,75,1199,0.6993,0.1973,0.0336,0.0184,0.0066,0.001,32102,7603,0.5335
Mississippi State University,MS,3,4,15,13,16,NULL,1230,0.7227,0.1906,0.0289,0.0147,0.0057,0.0008,24275,8789,0.8598
Rust College,MS,3,3,21,14,8,71,NULL,0.0024,0.9362,0.0047,0,0.0012,0,16490,4567,0.9149
Southeastern Baptist College,MS,3,3,24,5,6,54,NULL,0.2361,0.7222,0.0417,0,0,0,10144,NULL,NULL
University of Southern Mississippi,MS,3,4,15,13,16,NULL,1120,0.6096,0.2881,0.03,0.0129,0.0046,0.0014,22281,7711,0.9848
Tougaloo College,MS,3,4,21,11,8,76,1011,0.0028,0.9764,0.0028,0,0,0,22391,4755,0.7407
Wesley Biblical Seminary,MS,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4441,NULL
William Carey University,MS,3,4,17,9,13,54,1206,0.619,0.2854,0.0205,0.0068,0.0039,0,27585,6419,0.4631
Aquinas Institute of Theology,MO,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4234,0.4054
Avila University,MO,3,4,19,13,10,30,1080,0.5206,0.2259,0.1008,0.0168,0.005,0.005,38040,6426,0.3581
Baptist Bible College,MO,3,4,24,11,8,54,NULL,0.8193,0.0756,0.0504,0.0126,0.0126,0.0042,24990,4816,0.2941
Cox College,MO,3,4,26,5,6,NULL,NULL,0.8754,0.0158,0.0129,0.0172,0.0029,0.0014,27170,7024,0.617
Calvary University,MO,3,4,24,9,7,79,1117,0.8263,0.0772,0.0154,0.0193,0.0077,0.0077,18268,4286,0.6809
Central Christian College of the Bible,MO,3,3,24,11,8,48,NULL,0.8038,0.0766,0.0431,0,0.0096,0,23897,4669,0.4615
Central Methodist University-College of Liberal Arts and Sciences,MO,3,3,22,13,11,71,1106,0.701,0.0915,0.0732,0.0052,0.0052,0.0009,37780,6323,1
University of Central Missouri,MO,3,4,18,13,13,NULL,1105,0.759,0.1033,0.0486,0.0081,0.0027,0.0031,18854,7319,1
Cleveland University-Kansas City,KS,3,4,26,7,6,NULL,NULL,0.7313,0.0746,0.0299,0.0149,0.0149,0,35582,5112,0.6098
Columbia College,MO,3,4,18,5,12,61,NULL,0.5522,0.2279,0.0983,0.0153,0.0066,0.0046,34567,7852,1
Conception Seminary College,MO,3,3,24,11,8,30,1155,0.7,0,0.2,0.0833,0,0,36835,4233,NULL
Concordia Seminary,MO,4,4,24,0,18,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7848,1
Covenant Theological Seminary,MO,4,4,24,0,18,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6271,1
Culver-Stockton College,MO,3,4,22,10,11,61,1058,0.72,0.1333,0.0533,0.0051,0.0051,0.001,38546,5828,0.55
Drury University,MO,3,4,19,9,10,61,1227,0.8122,0.0296,0.0188,0.0135,0.0101,0.002,38330,6629,1
Eden Theological Seminary,MO,4,4,24,0,18,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6924,1
Evangel University,MO,3,4,19,12,11,27,NULL,0.8182,0.0404,0.0594,0.0122,0.0037,0.0024,35965,6548,0.5438
Fontbonne University,MO,3,4,18,13,10,30,1079,0.6856,0.1635,0.0159,0.0193,0.0023,0.0011,38830,6930,0.3838
Hannibal-LaGrange University,MO,3,4,22,15,8,75,NULL,0.7991,0.0458,0.0295,0.0059,0.0059,0.0044,34924,4730,1
Harris-Stowe State University,MO,3,3,22,11,10,NULL,NULL,0.0503,0.8239,0.0298,0.0041,0.0023,0,17724,3864,0.2157
Barnes-Jewish College Goldfarb School of Nursing,MO,3,4,26,11,6,NULL,NULL,0.8416,0.0658,0.0214,0.0267,0.0018,0.0036,NULL,6823,0.486
Kansas City Art Institute,MO,3,3,30,13,7,NULL,NULL,0.6391,0.0602,0.1143,0.0406,0.003,0,53021,7387,0.5234
Kenrick Glennon Seminary,MO,3,4,24,13,8,30,NULL,0.9565,0,0,0,0,0,37890,5397,0.5641
A T Still University of Health Sciences,MO,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9679,0.2616
Lincoln University,MO,3,4,22,11,11,NULL,NULL,0.2962,0.573,0.0251,0.0052,0.0031,0,17186,5788,0.7059
Lindenwood University,MO,3,4,17,13,14,NULL,1117,0.5554,0.1322,0.0468,0.0085,0.0031,0.005,30117,7552,1
Logan University,MO,3,4,26,5,9,NULL,NULL,0.581,0.1229,0.0279,0.0279,0,0.0056,18068,6927,0.374
Maryville University of Saint Louis,MO,3,4,17,9,13,NULL,1146,0.7002,0.0986,0.051,0.0338,0.0047,0.0006,45050,8278,0.1893
Midwestern Baptist Theological Seminary,MO,3,4,24,5,10,75,1118,0.7619,0.0663,0.0459,0.0289,0.017,0.0017,17684,4248,0.2267
Missouri Baptist University,MO,3,4,18,11,9,54,1074,0.7679,0.1238,0.0099,0.0132,0.0198,0.0039,38748,5998,0.2291
Missouri Southern State University,MO,3,4,22,9,12,NULL,1085,0.7317,0.0648,0.0744,0.0242,0.034,0.0016,15375,5857,0.912
Missouri Valley College,MO,3,4,22,15,11,66,997,0.4368,0.1819,0.1208,0.0063,0.0049,0.0049,33697,4462,0.6181
Missouri Western State University,MO,3,4,19,11,13,NULL,NULL,0.7509,0.1112,0.017,0.0151,0.0039,0.0017,17723,6791,0.609
University of Missouri-Columbia,MO,3,4,15,14,15,NULL,1244,0.7784,0.0765,0.0445,0.0254,0.0024,0.0005,26259,9636,0.7199
University of Missouri-Kansas City,MO,3,4,16,15,15,NULL,1204,0.5706,0.12,0.0958,0.0849,0.0021,0.0016,20934,9041,0.6512
Missouri University of Science and Technology,MO,3,4,16,14,13,NULL,1313,0.8149,0.0302,0.0383,0.0371,0.0029,0,22012,10628,0.7733
University of Missouri-St Louis,MO,3,4,16,9,12,NULL,1179,0.642,0.1676,0.0335,0.05,0.0024,0.001,22810,8675,0.5506
Nazarene Theological Seminary,MO,4,4,24,0,18,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5434,1
Truman State University,MO,3,4,19,14,14,NULL,1279,0.7778,0.0408,0.032,0.0267,0.0029,0.0006,20745,7296,0.8776
Northwest Missouri State University,MO,3,4,18,12,14,NULL,1104,0.8134,0.0564,0.0408,0.0077,0.0033,0.0013,19346,7153,0.8125
Ozark Christian College,MO,3,3,24,9,7,48,1163,0.8333,0.02,0.0533,0.005,0.0133,0,22324,5077,0.5672
College of the Ozarks,MO,3,3,22,12,11,102,1174,0.887,0.0058,0.0258,0.0084,0.0039,0.0019,29476,7302,0.7176
Park University,MO,3,4,18,5,12,NULL,NULL,0.4553,0.1951,0.2073,0.0217,0.0049,0.0075,21665,6731,0.1146
Stevens-The Institute of Business & Arts,MO,3,3,29,7,6,NULL,NULL,0.2893,0.6529,0.0331,0,0,0,19956,5304,NULL
Research College of Nursing,MO,3,4,26,0,7,NULL,NULL,0.8308,0.0498,0.0199,0.01,0.005,0,NULL,6896,0.9459
Rockhurst University,MO,3,4,18,15,11,30,1204,0.7131,0.0602,0.102,0.0317,0.0127,0.0006,50180,7257,0.5696
Saint Louis University,MO,3,4,16,14,17,30,1304,0.678,0.0559,0.0596,0.1081,0.0013,0.0001,56344,10385,0.6275
Saint Louis Christian College,MO,3,3,24,11,8,48,1061,0.6143,0.3286,0,0.0143,0,0,20235,3482,0.2059
St. Louis College of Pharmacy,MO,3,4,26,15,11,NULL,1247,0.6623,0.0818,0.029,0.1478,0.0026,0.0026,44898,9673,0.6812
Saint Paul School of Theology,KS,4,4,24,0,18,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7243,0.3214
Southwest Baptist University,MO,3,4,19,9,10,75,1100,0.8311,0.0508,0.0315,0.0075,0.0094,0.0024,33935,5801,0.484
Saint Luke's College of Health Sciences,MO,3,4,26,11,6,NULL,NULL,0.5205,0.1072,0.0429,0.1209,0.0058,0,NULL,7655,1
Stephens College,MO,3,4,20,13,8,NULL,1138,0.6679,0.1423,0.0584,0.0109,0.0073,0,44995,6797,0.8776
Southeast Missouri State University,MO,3,4,18,13,13,NULL,1135,0.7989,0.0924,0.0239,0.0113,0.0024,0.0004,19261,7066,1
Missouri State University-Springfield,MO,3,4,17,13,15,NULL,1169,0.8183,0.0452,0.0377,0.0143,0.0048,0.0006,21062,7426,0.6805
Kansas City University of Medicine and Biosciences,MO,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8963,0.5556
Washington University in St Louis,MO,3,4,15,14,17,NULL,1506,0.5098,0.0901,0.0935,0.1642,0.0004,0.0007,71975,14960,0.6838
Webster University,MO,3,4,18,9,13,NULL,1181,0.6227,0.1518,0.0605,0.026,0.0017,0.0003,42492,8686,1
Westminster College,MO,3,3,21,12,8,66,1133,0.7163,0.0772,0.0253,0.0098,0.0197,0,39961,6533,0.6512
William Jewell College,MO,3,4,22,14,8,NULL,1228,0.7945,0.0498,0.0585,0.0125,0.0012,0.0037,47893,6752,0.5645
William Woods University,MO,3,4,17,13,11,61,1130,0.8133,0.0394,0.036,0.0034,0.0079,0.0011,37795,5314,0.251
Carroll College,MT,3,3,22,14,11,30,1199,0.8165,0.0066,0.0446,0.0149,0.0041,0.0017,48487,6436,0.6214
Montana State University Billings,MT,3,4,19,7,12,NULL,NULL,0.8067,0.0111,0.0612,0.0078,0.045,0.0021,16695,6502,0.5163
University of Providence,MT,3,4,22,5,7,30,NULL,0.7614,0.0445,0.0422,0.0342,0.0114,0.0057,36439,5795,0.5588
Montana Technological University,MT,3,4,20,15,9,NULL,1199,0.7584,0.0114,0.0139,0.0095,0.0215,0,19400,7534,0.7685
Montana State University,MT,3,4,15,13,16,NULL,1205,0.8408,0.0054,0.0431,0.0098,0.0136,0.0012,20464,8875,0.6125
The University of Montana,MT,3,4,16,13,13,NULL,1150,0.7701,0.0104,0.0483,0.0135,0.0301,0.0024,19110,7817,0.6968
Montana State University-Northern,MT,3,4,22,11,7,NULL,NULL,0.7268,0.0216,0.0495,0.0041,0.1155,0.0052,15744,5409,1
Rocky Mountain College,MT,3,4,20,12,8,76,1119,0.7816,0.0296,0.0569,0.0046,0.025,0.0068,38639,6500,0.8987
The University of Montana-Western,MT,3,3,22,11,10,NULL,1031,0.8481,0.0084,0.0458,0.0046,0.0351,0.0076,17665,6511,0.703
Bellevue University,NE,3,4,18,11,12,NULL,NULL,0.4987,0.1178,0.1361,0.0367,0.0074,0.003,18574,5651,0.1276
Clarkson College,NE,3,4,26,5,6,50,1035,0.7461,0.0526,0.0898,0.0341,0.0093,0.0062,28773,6184,0.8133
Bryan College of Health Sciences,NE,3,4,26,5,6,NULL,1100,0.8887,0.0194,0.0159,0.0353,0,0,26985,7245,0.5065
Chadron State College,NE,3,4,19,11,11,NULL,NULL,0.764,0.0354,0.1091,0.0074,0.0114,0.0029,20303,7263,1
Concordia University-Nebraska,NE,3,4,18,12,11,68,1124,0.735,0.0213,0.056,0.0095,0.0039,0.0032,42428,4805,0.9859
Creighton University,NE,3,4,17,14,14,30,1276,0.7146,0.0234,0.0833,0.089,0.0043,0.0045,52931,9645,0.6531
Doane University,NE,3,3,21,12,11,NULL,NULL,0.8144,0.0279,0.0808,0.012,0,0.004,46710,6840,0.635
Hastings College,NE,3,4,22,12,11,66,1096,0.7661,0.0478,0.0998,0.0052,0.0042,0.0031,42551,6570,1
University of Nebraska at Kearney,NE,3,4,18,13,14,NULL,1131,0.7692,0.0229,0.1206,0.0083,0.0009,0.0005,22469,7561,0.7215
Nebraska Methodist College of Nursing & Allied Health,NE,3,4,26,5,6,71,1140,0.8271,0.0374,0.0568,0.0245,0.0026,0.0013,30388,5756,0.9254
Midland University,NE,3,4,20,11,11,39,1054,0.4719,0.066,0.0479,0.0107,0.0033,0.0099,43340,6006,1
University of Nebraska at Omaha,NE,3,4,16,9,15,NULL,1135,0.6541,0.0638,0.1378,0.04,0.0029,0.001,18849,8377,0.4954
University of Nebraska Medical Center,NE,3,4,25,11,12,NULL,NULL,0.8661,0.013,0.0664,0.0201,0.0012,0,NULL,9268,0.8318
Nebraska Wesleyan University,NE,3,4,19,14,11,71,1199,0.8086,0.0294,0.0685,0.0201,0.0027,0.0016,45298,6778,0.3549
University of Nebraska-Lincoln,NE,3,4,15,14,16,NULL,1236,0.7442,0.027,0.066,0.0289,0.0025,0.0007,23936,10936,0.9465
Peru State College,NE,3,4,19,7,10,NULL,NULL,0.756,0.0899,0.0785,0.0076,0.003,0.0008,19904,6932,1
College of Saint Mary,NE,3,4,19,13,10,30,NULL,0.6901,0.0827,0.1185,0.0284,0.0074,0.0037,29742,6610,0.973
Union College,NE,3,4,22,13,8,95,1079,0.5014,0.079,0.2241,0.0632,0.0057,0.0057,34796,5664,0.9437
Wayne State College,NE,3,4,19,11,11,NULL,NULL,0.8028,0.0374,0.0799,0.0076,0.012,0.0011,18288,7397,0.5198
York College,NE,3,4,22,11,8,74,1052,0.5682,0.1237,0.1692,0.0076,0.0025,0.0101,28204,5187,0.5614
The Art Institute of Las Vegas,NV,3,3,30,7,6,NULL,NULL,0.2661,0.2257,0.3083,0.0569,0.0165,0.0349,26536,5179,0.0556
University of Nevada-Las Vegas,NV,3,4,15,9,15,NULL,1113,0.3016,0.0764,0.3043,0.1588,0.0031,0.0089,17582,10778,0.9581
University of Nevada-Reno,NV,3,4,15,13,15,NULL,1172,0.5683,0.0324,0.2114,0.0817,0.007,0.0059,21792,10193,0.9508
Sierra Nevada College,NV,3,4,19,11,7,NULL,1085,0.7783,0.0353,0.0403,0.0227,0.0277,0.0151,48058,5379,0.2278
Colby-Sawyer College,NH,3,3,22,10,8,NULL,NULL,0.7826,0.0541,0.0223,0.027,0.0118,0,57350,7196,1
Dartmouth College,NH,3,4,15,14,14,NULL,1488,0.5067,0.0603,0.0995,0.1535,0.0172,0.003,71827,15278,0.7969
Franklin Pierce University,NH,3,4,19,12,11,NULL,1052,0.7277,0.083,0.0768,0.0264,0.0098,0.0012,51577,5894,0.2827
Magdalen College,NH,3,3,21,10,8,30,NULL,0.8846,0,0.0897,0.0256,0,0,34956,4817,0.3125
New England College,NH,3,4,18,11,10,NULL,NULL,0.5131,0.2417,0.0819,0.0184,0.0053,0.0018,52167,6561,0.267
Southern New Hampshire University,NH,3,4,18,5,15,NULL,NULL,0.6111,0.1609,0.104,0.0164,0.0059,0.0038,49092,8058,1
University of New Hampshire-Main Campus,NH,3,4,15,14,17,NULL,1186,0.8243,0.0111,0.0343,0.0264,0.0015,0.0002,32469,11893,0.6672
Keene State College,NH,3,4,22,10,14,NULL,1053,0.8454,0.0167,0.0427,0.0126,0.002,0.0012,26211,9266,0.5
Plymouth State University,NH,3,4,18,12,14,NULL,NULL,0.8252,0.0249,0.0331,0.0155,0.0036,0.001,27109,8601,0.4873
Rivier University,NH,3,4,18,9,10,30,NULL,0.7703,0.0363,0.0509,0.0269,0.0036,0.0022,44453,7350,0.2689
Saint Anselm College,NH,3,3,21,14,11,30,1223,0.871,0.0169,0.0427,0.0104,0.0005,0.0005,56405,8902,0.6889
Granite State College,NH,3,4,20,5,9,NULL,NULL,0.8292,0.0301,0.0399,0.0111,0.0043,0.0012,16970,5276,0.092
Thomas More College of Liberal Arts,NH,3,3,21,15,8,30,1180,0.9111,0,0.0556,0,0.0111,0,32900,5888,1
Berkeley College-Woodland Park,NJ,3,4,22,7,9,NULL,NULL,0.1119,0.1813,0.4145,0.0139,0.0015,0.0009,33313,6905,1
Beth Medrash Govoha,NJ,3,4,24,11,14,NULL,NULL,0.9683,0,0.0011,0,0,0,NULL,7374,0.125
Bloomfield College,NJ,3,4,21,11,10,66,960,0.0873,0.4892,0.3096,0.0169,0.0036,0.0036,43920,8606,1
Caldwell University,NJ,3,4,19,10,10,30,1051,0.3218,0.1372,0.2738,0.032,0.0012,0.0018,45961,7941,1
Centenary University,NJ,3,4,19,11,11,71,987,0.5681,0.1249,0.1265,0.0193,0.0008,0,46703,7474,1
Drew University,NJ,3,4,21,12,11,71,NULL,0.5235,0.0739,0.1529,0.049,0.0026,0,65900,9035,0.6098
Fairleigh Dickinson University-Metropolitan Campus,NJ,3,4,18,9,13,NULL,NULL,0.2203,0.0986,0.4191,0.0505,0.0009,0.0015,49078,9215,0.2669
